tid,tags,EN,oldEN
TID_HEADER_CHALLENGE,,День <DAY>/<SEASON>,Day <DAY>/<SEASON>
TID_HEADER_LEAGUE,,Лига,League
TID_LABEL_DAY,,День,Day
TID_RARITY_1,,Уровень 1,Level 1
TID_RARITY_2,,Уровень 2,Level 2
TID_RARITY_3,,Уровень 3,Level 3
TID_RARITY_4,,Уровень 4,Level 4
TID_BOW_1,,Огненный Лук,Fire Bow
TID_BOW_2,,Лук Быстроты,Quick Bow
TID_BOW_3,,Мощный лук,Strong Bow
TID_SWORD_1,,Тяжелый Меч,Heavy Sword
TID_SWORD_2,,Защитный Меч,Guarding Sword
TID_SWORD_3,,Меч Гнева,Rage Sword
TID_BRACELET_1,,Огненный Халат,Fire Robe
TID_BRACELET_2,,Взрывной Халат,Explosive Robe
TID_BRACELET_3,,Защитный Халат,Armor Robe
TID_LANCE_1,,Удлиненное Копье,Twofold Lance
TID_LANCE_2,,Копье Силы,Power Lance
TID_LANCE_3,,Защитное Копье,Shield Lance
TID_DAGGER_1,,Тройной Клинок,Triple Dagger
TID_DAGGER_2,,Клинок Ярости,Fury Dagger
TID_DAGGER_3,,Клинок Уклонения,Dodgy Dagger
TID_GAUNTLET_1,,Перчатка Ярости,Rage Gauntlet
TID_GAUNTLET_2,,Перчатка Силы,Power Gauntlet
TID_GAUNTLET_3,,Исцеляющая Перчатка,Healing Gauntlet
TID_PEKKASWORD_1,,Катана Молнии,Lightning Blade
TID_PEKKASWORD_2,,Защитная Катана,Defensive Blade
TID_PEKKASWORD_3,,Двойная Катана,Dual Blade
TID_BOMB_1,,Ледяная Бомба,Ice Bomb
TID_BOMB_2,,Тяжелая Бомба,Heavy Bomb
TID_BOMB_3,,Бомба Ярости,Rage Bomb
TID_MINIONGAUNTLET_1,,Взрывные Перчатки,Explosive Gloves
TID_MINIONGAUNTLET_2,,Перчатки Мести,Revenge Gloves
TID_MINIONGAUNTLET_3,,Двойные Перчатки,Double Gloves
TID_COLLAR_1,,Рассеивающий Ошейник,Scattering Collar
TID_COLLAR_2,,Огненный Ошейник,Fire Collar
TID_COLLAR_3,,Ошейник Силы,Force Collar
TID_AXE_1,,Fast Axe,Fast Axe
TID_AXE_2,,Parry Axe,Parry Axe
TID_AXE_3,,Lightning Axe,Lightning Axe
TID_BATTERY_1,,Sparky Battery,Sparky Battery
TID_BATTERY_2,,Overcharged Battery,Overcharged Battery
TID_BATTERY_3,,Shielding Battery,Shielding Battery
TID_QUIVER_1,,Large Quiver,Large Quiver
TID_QUIVER_2,,Fine Quiver,Fine Quiver
TID_QUIVER_3,,Dark Quiver,Dark Quiver
TID_BOW_1_INFO,,Поджигает цель (<ATTRIBUTE%_1> урона за ход). Соседние здания также могут поджечься с шансом 50%.,"Sets target on fire, <ATTRIBUTE%_1> of full damage per turn. Neighboring tiles have a 50% chance to catch fire."
TID_BOW_2_INFO,,<CHANCE%_1> шанс дополнительного выстрела (<+ATTRIBUTE%_1> урона).,<CHANCE%_1> chance for an extra shot (<+ATTRIBUTE%_1> damage).
TID_BOW_3_INFO,,На <ATTRIBUTE%_1> больше урона.,<ATTRIBUTE%_1> more damage.
TID_SWORD_1_INFO,,"<CHANCE%_1> шанс на критический удар, который добавляет <ATTRIBUTE%_1> к урону.",<CHANCE%_1> chance for a critical hit with <+ATTRIBUTE%_1> more damage.
TID_SWORD_2_INFO,,Блокирует <ATTRIBUTE%_1> входящего урона.,Blocks <ATTRIBUTE%_1> of incoming damage.
TID_SWORD_3_INFO,,"<+ATTRIBUTE%_1> к урону, когда Варвар ранен.",<+ATTRIBUTE%_1> attack boost when wounded.
TID_BRACELET_1_INFO,,Поджигает цель на 5 ходов (<ATTRIBUTE%_1> от всего урона каждый ход).,"Sets target on fire for 5 turns, <ATTRIBUTE%_1> of full damage per turn."
TID_BRACELET_2_INFO,,"<CHANCE%_1> шанс</c> появления 2 маленьких огненных шара (<ATTRIBUTE%_1> от всего урона), которые направляются к случайным целям.","<CHANCE%_1> chance of spawning two smaller fireballs to random targets, each making <ATTRIBUTE%_1> of full damage."
TID_BRACELET_3_INFO,,Блокирует <ATTRIBUTE%_1> входящего урона.,Blocks <ATTRIBUTE%_1> of incoming damage.
TID_LANCE_1_INFO,,После уничтожения цели наносит дополнительный <ATTRIBUTE%_1> урон от всего урона цели позади.,"After destroying a target, hits a second target behind it with <ATTRIBUTE%_1> of full damage."
TID_LANCE_2_INFO,,Наносит по области <ATTRIBUTE%_1> урона.,Damages adjacent squares with <ATTRIBUTE%_1> of full damage.
TID_LANCE_3_INFO,,Блокирует <ATTRIBUTE%_1> входящего урона.,Blocks <ATTRIBUTE%_1> of incoming damage.
TID_DAGGER_1_INFO,,<CHANCE%_1> шанс ударить цель 3 раза (3x урон).,"<CHANCE%_1> chance of striking three times instead of one, for 3x damage."
TID_DAGGER_2_INFO,,После уничтожения цели совершает вторую атаку с дополнительными <ATTRIBUTE%_1> урона.,"After destroying a target, gain a second attack with <ATTRIBUTE%_1> damage."
TID_DAGGER_3_INFO,,<CHANCE%_1> шанс уклонения от вражеской атаки.,<CHANCE%_1> of dodging an enemy attack.
TID_GAUNTLET_1_INFO,,"Дает усиление атаки, равное коэффициенту недостающего здоровья. Максимум <+ATTRIBUTE%_1> урона.","Gives attack boost in proportion to missing health, maximum of <+ATTRIBUTE%_1> damage."
TID_GAUNTLET_2_INFO,,Наносит по области <ATTRIBUTE%_1> от всего урона.,Damages adjacent squares with <ATTRIBUTE%_1> of full damage.
TID_GAUNTLET_3_INFO,,Исцеляет <ATTRIBUTE_1> очков здоровья себе и союзникам рядом за ход.,Heals self and neighbouring allies with <ATTRIBUTE_1> health per turn.
TID_PEKKASWORD_1_INFO,,"<CHANCE%_1> шанс электрической атаки, которая переходит на ближайшую цель, нанося <ATTRIBUTE_1> единиц урона, и оглушая врага на 2 хода.","<CHANCE%_1> chance of a lightning strike to a nearby target, causing <ATTRIBUTE_1> points of damage and stunning the enemy for 2 turns."
TID_PEKKASWORD_2_INFO,,"Блокирует <ATTRIBUTE%_1> урона с <CHANCE%_2> шансом выстрелить молнией (<ATTRIBUTE_2> единиц урона) в ближайшего врага, и оглушить его на 2 хода.",Blocks <ATTRIBUTE%_1> of incoming damage. <CHANCE%_2> chance to zap back for <ATTRIBUTE_2> damage and 2 turn stun.
TID_PEKKASWORD_3_INFO,,"<CHANCE%_1> шанс второй атаки, которая наносит <ATTRIBUTE%_1> от всего урона.",<CHANCE%_1> chance for a second strike with <ATTRIBUTE%_1> of full damage.
TID_BOMB_1_INFO,,Цель внутри области имеет <CHANCE%_1> шанс стать замороженным на 2 хода.,Targets inside the blast area have a <CHANCE%_1> chance of becoming frozen for 2 turns.
TID_BOMB_2_INFO,,Нанесет на <ATTRIBUTE%_1> больше урона куда упадет бомба.,<+ATTRIBUTE%_1> more damage to the spot where the bomb hits.
TID_BOMB_3_INFO,,Дает окружающим союзникам на <ATTRIBUTE%_1> больше урона.,Gives neighbouring allies a <+ATTRIBUTE%_1> attack boost.
TID_MINIONGAUNTLET_1_INFO,,"Сбрасывает бомбу, которая наносит урон по двум случайным соседним клеткам (<ATTRIBUTE%_1> урона).",Drops bombs that damage two random neighboring tiles (<ATTRIBUTE%_1> damage).
TID_MINIONGAUNTLET_2_INFO,,"<CHANCE%_1> шанс уклонения от вражеской атаки. После уклонения, даётся <+ATTRIBUTE%_2> увеличенный урон.","<CHANCE%_1> chance to dodge an incoming attack. After dodge, gain <+ATTRIBUTE%_2> attack boost."
TID_MINIONGAUNTLET_3_INFO,,"Атакует снова с <ATTRIBUTE%_1> от всего урона, если цель все еще не уничтожена после первой атаки.","Hit again with <ATTRIBUTE%_1> of full damage, if the target is still standing after the first strike."
TID_COLLAR_1_INFO,,Также наносит урон врагам по обе стороны с <ATTRIBUTE%_1> уроном.,Also damages adjacent columns with <ATTRIBUTE%_1> of full damage.
TID_COLLAR_2_INFO,,Поджигает все цели на 5 ходов с <ATTRIBUTE%_1> от всего урона за ход.,Sets all targets on fire for 5 turns with <ATTRIBUTE%_1> of full damage per turn.</c>
TID_COLLAR_3_INFO,,Дополнительный <ATTRIBUTE%_1> урон первому врагу на пути.,<+ATTRIBUTE%_1> damage for the first opponent hit.
TID_AXE_1_INFO,,Chance to do an extra spin,Chance to do an extra spin
TID_AXE_2_INFO,,Damage reduction,Damage reduction
TID_AXE_3_INFO,,"if attacked, chance for lightning strike","if attacked, chance for lightning strike"
TID_BATTERY_1_INFO,,chance for the zap to jump on additional building,chance for the zap to jump on additional building
TID_BATTERY_2_INFO,,small chance for causing super damage,small chance for causing super damage
TID_BATTERY_3_INFO,,damage reduction,damage reduction
TID_QUIVER_1_INFO,,Princess can shoot extra arrow,Princess can shoot extra arrow
TID_QUIVER_2_INFO,,each shot does extra damage,each shot does extra damage
TID_QUIVER_3_INFO,,"If damaged, chance to return back to the supply","If damaged, chance to return back to the supply"
TID_COMBO_MULTIPLIER,,<number>x <cF3F2C8>Комбо</c>,<number>x <cF3F2C8>Combo</c>
TID_COMBO_PERCENTAGE,,+<number>%,+<number>%
TID_COMBO_DAMAGE,,урон,damage
TID_REWARD_TYPE_RESOURCE,,Ресурс: <name>,Resource: <name>
TID_REWARD_TYPE_CAP,,1x <name>,One more <name>
TID_REWARD_TYPE_CAP_MULTIPLE,,<number>x <name>,<number> more <name>s
TID_REWARD_TYPE_CAP_TOTAL,,Теперь всего <number>!,Now <number> in total!
TID_REWARD_TYPE_ELIXIR,,Эликсир,Elixir
TID_REWARD_TYPE_ITEM,,Предмет: <name>,Item: <name>
TID_REWARD_TYPE_ITEM_UPGRADE,,Улучшить Предмет: <name>,Item Upgrade: <name>
TID_REWARD_TYPE_UNLOCK,,Разблокировано: <name>,Unlocked: <name>
TID_REWARD_TYPE_LABEL_GOLD,,<number> Золота,<number> Gold
TID_REWERD_TYPE_LABEL_QUEST_TOKENS,,<number> Квестовых Токенов,<number> Quest Tokens
TID_REWARD_TYPE_INFO_CAP,,Пополняй свою армию! Добавь ещё 1 юнита для битвы!,Grow your army! Add one more unit to take to battle!
TID_REWARD_TYPE_PUZZLE_CONSUMABLE,,Магический Предмет: <name>,Magic Item: <name>
TID_REWARD_TYPE_CRATE,,Коробка,Crate
TID_CARD_ARCHER_CAP,,"Пополняй свою армию! Получи +1 Лучницу для ВСЕХ уровней, где она есть!",Grow your army! Get +1 Archer for ALL levels with Archers!
TID_CARD_GIANT_CAP,,"Пополняй свою армию! Получи +1 Гиганта для ВСЕХ уровней, где он есть!",Grow your army! Get +1 Giant for ALL levels with Giants!
TID_CARD_PRINCE_CAP,,"Пополняй свою армию! Получи +1 Принца для ВСЕХ уровней, где он есть!",Grow your army! Get +1 Prince for ALL levels with Princes!
TID_CARD_FIREBALL_CAP,,"Хочешь помочь своим войскам? Получи +1 Огненный Шар для ВСЕХ уровней, где он доступен!",Care for another? Add +1 Fireball for ALL levels with Fireballs!
TID_CARD_BARBARIAN_CAP,,"Пополняй свою армию! Получи +1 Варвара для ВСЕХ уровней, где он есть!",Grow your army! Get +1 Barbarian for ALL levels with Barbarians!
TID_CARD_WIZARD_CAP,,"Пополняй свою армию! Получи +1 Колдуна для ВСЕХ уровней, где он есть!",Grow your army! Get +1 Wizard for ALL levels with Wizards!
TID_CARD_PEKKA_CAP,,"Пополняй свою армию! Получи +1 П.Е.К.К.У для ВСЕХ уровней, где он(-о(-а)) есть!",Grow your army! Get +1 P.E.K.K.A for ALL levels with P.E.K.K.A!
TID_CARD_GOBLIN_CAP,,"Пополняй свою армию! Получи +1 Гоблина для ВСЕХ уровней, где он есть!",Grow your army! Get +1 Goblin for ALL levels with Goblins!
TID_CARD_BOMBER_CAP,,"Пополняй свою армию! Получи +1 Бомбера для ВСЕХ уровней, где он есть!",Grow your army! Get +1 Bomber for ALL levels with Bombers!
TID_CARD_BABY_DRAGON_CAP,,"Пополняй свою армию! Получи +1 Дракончика для ВСЕХ уровней, где он есть!",Grow your army! Get +1 Baby Dragon for ALL levels with Baby Dragons!
TID_CARD_RETREAT_CAP,,"Как насчёт еще одного Отступления? Получи +1 для ВСЕХ уровней, где Отступление доступно!",How about another Retreat? Add +1 for ALL levels with Retreat!
TID_CARD_STEP_CAP,,"Как насчёт еще одной Смены? Получи +1 для ВСЕХ уровней, где Смена доступна!",How about another Swap? Add +1 for ALL levels with Swap!
TID_CARD_CHARGE_CAP,,"Как насчёт еще одной Ярости? Получи +1 для ВСЕХ уровней, где Ярость доступна!",How about another Charge? Add +1 for ALL levels with Charge!
TID_CARD_LOG_CAP,,"Хочешь помочь своим войскам? Получи +1 для ВСЕХ уровней, где Бревно доступно!",Care for another? Add +1 Log for ALL levels with Logs!
TID_CARD_ROCKET_CAP,,"Хочешь помочь своим войскам? Получи +1 для ВСЕХ уровней, где Ракета доступна!",Care for another? Add +1 Rocket for ALL levels with Rockets!
TID_CARD_RUSH_CAP,,"Как насчёт еще одной Атаки? Получи +1 для ВСЕХ уровней, где Атака доступна!",How about another Rush? Add +1 for ALL levels with Rush!
TID_CARD_MINION_CAP,,"Пополняй свою армию! Получи +1 Миньона для ВСЕХ уровней, где он есть!",Grow your army! Get +1 Minion for ALL levels with Minions!
TID_CARD_HEAL_CAP,,"Хочешь помочь своим войскам? Получи +1 Лечение для ВСЕХ уровней, где Лечение доступно!",Care for another? Add +1 Bless for ALL levels with Bless Spells!
TID_CARD_FRONTLINE_CAP,,"Как насчёт еще одной Границы? Получи +1 для ВСЕХ уровней, где  Граница доступна!",How about another Frontline? Add +1 for ALL levels with Frontlines!
TID_CARD_ZAP_CAP,,"Хочешь помочь своим войскам? Получи +1 Молнию для ВСЕХ уровней, где она доступна!",Care for another? Add +1 Zap for ALL levels with Zaps!
TID_CARD_ARCHER_CAP_CLAIMED,,"Лучница: теперь ты имеешь <number> во ВСЕХ уровнях, где она присутсвует!",You now have <number> Archers in ALL levels with Archers!
TID_CARD_GIANT_CAP_CLAIMED,,"Гигант: теперь ты имеешь <number> во ВСЕХ уровнях, где он присутсвует!",You now have <number> Giants in ALL levels with Giants!
TID_CARD_PRINCE_CAP_CLAIMED,,"Принц: теперь ты имеешь <number> во ВСЕХ уровнях, где он присутсвует!",You now have <number> Princes in ALL levels with Princes!
TID_CARD_FIREBALL_CAP_CLAIMED,,"Огненный Шар: теперь ты имеешь <number> во ВСЕХ уровнях, где он доступен!",You now have <number> Fireballs in ALL levels with Fireballs!
TID_CARD_BARBARIAN_CAP_CLAIMED,,"Варвар: теперь ты имеешь <number> во ВСЕХ уровнях, где он присутсвует!",You now have <number> Barbarians in ALL levels with Barbarians!
TID_CARD_WIZARD_CAP_CLAIMED,,"Колдун: теперь ты имеешь <number> во ВСЕХ уровнях, где он присутсвует!",You now have <number> Wizards in ALL levels with Wizards!
TID_CARD_PEKKA_CAP_CLAIMED,,"П.Е.К.К.А.: теперь ты имеешь <number> во ВСЕХ уровнях, где он(-а(-о)) присутсвует!",You now have <number> P.E.K.K.As in ALL levels with P.E.K.K.A!
TID_CARD_GOBLIN_CAP_CLAIMED,,"Гоблин: теперь ты имеешь <number> во ВСЕХ уровнях, где он присутсвует!",You now have <number> Goblins in ALL levels with Goblins!
TID_CARD_BOMBER_CAP_CLAIMED,,"Бомбер: теперь ты имеешь <number> во ВСЕХ уровнях, где он присутсвует!",You now have <number> Bombers in ALL levels with Bombers!
TID_CARD_BABY_DRAGON_CAP_CLAIMED,,"Дракончин: теперь ты имеешь <number> во ВСЕХ уровнях, где он присутсвует!",You now have <number> Baby Dragons in ALL levels with Baby Dragons!
TID_CARD_RETREAT_CAP_CLAIMED,,"Отступление: теперь ты имеешь <number> во ВСЕХ уровнях, где оно доступно!",You now have <number> Retreats in ALL levels with Retreats!
TID_CARD_STEP_CAP_CLAIMED,,"Смена: теперь ты имеешь <number> во ВСЕХ уровнях, где она доступна!",You now have <number> Swaps in ALL levels with Swaps!
TID_CARD_CHARGE_CAP_CLAIMED,,"Ярость: теперь ты имеешь <number> во ВСЕХ уровнях, где она доступна!",You now have <number> Charges in ALL levels with Charges!
TID_CARD_LOG_CAP_CLAIMED,,"Бревно: теперь ты имеешь <number> во ВСЕХ уровнях, где оно доступно!",You now have <number> Logs in ALL levels with Logs!
TID_CARD_ROCKET_CAP_CLAIMED,,"Ракета: теперь ты имеешь <number> во ВСЕХ уровнях, где она доступна!",You now have <number> Rockets in ALL levels with Rockets!
TID_CARD_RUSH_CAP_CLAIMED,,"Атака: теперь ты имеешь <number> во ВСЕХ уровнях, где она доступна!",You now have <number> Rushes in ALL levels with Rushes!
TID_CARD_MINION_CAP_CLAIMED,,"Миньон: теперь ты имеешь <number> во ВСЕХ уровнях, где он присутсвует!",You now have <number> Minions in ALL levels with Minions!
TID_CARD_HEAL_CAP_CLAIMED,,"Лечение: теперь ты имеешь <number> во ВСЕХ уровнях, где оно доступно!",You now have <number> Blesses in ALL levels with Blesses!
TID_CARD_FRONTLINE_CAP_CLAIMED,,"Граница: теперь ты имеешь <number> во ВСЕХ уровнях, где она доступна!",You now have <number> Frontlines in ALL levels with Frontlines!
TID_CARD_ZAP_CAP_CLAIMED,,"Молния: теперь ты имеешь <number> во ВСЕХ уровнях, где она доступна!",You now have <number> Zaps in ALL levels with Zaps!
TID_CARD_SWITCH_CAP_CLAIMED,(!),You now have <number> Switches in ALL levels with Switches!,You now have <number> Switches in ALL levels with Switches!
TID_CARD_EARTHQUAKE_CAP_CLAIMED,,You now have <number> Earthquakes in ALL levels with Earthquakes!,You now have <number> Earthquakes in ALL levels with Earthquakes!
TID_CARD_SKELETON,,Скелет,Skeleton
TID_CARD_DUNE_DRAGON,,Dune Dragon,Dune Dragon
TID_INFO_CLAN_CRATE,,"Содержит предмет, допольнительного воина или магический предмет.","Contains item, army increase or magic item."
TID_REWARD_TYPE_INFO_ELIXIR,,Эликсир используется вместе с Золотом для улучшения Воинов и их силы.,Elixir is used together with Gold to upgrade your units to make them stronger.
TID_REWARD_TYPE_INFO_ITEM,,Предметы дают дополнительную силу вашим воинам. Некоторые предметы требуют группы из воинов.,Items give additional powers to your troops. Some powers require minimum group size to activate.
TID_REWARD_TYPE_INFO_ITEM_UPGRADE,,Предметы имеют разные уровни силы. Ты просто нашел более сильную версию этого предмета.,Items have different levels of power. You just found a more powerful version of this Item.
TID_REWARD_TYPE_INFO_UNLOCK,,Теперь ты можешь использовать это в Бою!,You can now use this in Battle!
TID_INFO_GEMS,,"Эти прекрасные Гемы используются для покупки вещей в магазине. Также они позволяют продолжить играть, даже если у вас закончилась энергия.",These precious Gems are used to buy things from the shop and to continue playing even if you're out of energy.
TID_POPOVER_GEM,,"Эти прекрасные <c3CB01D>Гемы</c> используются для покупки вещей в магазине. Также они позволяют продолжить играть, даже если у вас закончилась энергия.",These precious <c3CB01D>Gems</c> are used to buy things from the shop and to continue playing even if you're out of energy.
TID_INFO_GOLD,,"Золото используется для прокачки Воинов и Заклинаний, а также для покупки вещей в магазине.",Gold is used for upgrading troops and spells and shopping!
TID_POPOVER_COINS,,Используйте <cF8A203>Золото</c> для улучшения Воинов и Заклинаний.,Spend <cF8A203>Gold</c> to upgrade your troops and spells.
TID_INFO_STARS,,Получай Звезды с Сундуков для разблокировки остров!,Collect Stars from Chests to unlock Islands!
TID_INFO_PUZZLE_ENERGY,,Энергия нужна для участия в битвах.,Quest Energy is used to play the battles in Quest.
TID_INFO_ENERGY_SCROLL,,"Квестовые Токены - это замена для энергии, когда она закончилась.",Quest Tokens can be used to play battles in Quest when you´re out of Energy.
TID_INFO_CHALLENGE_TOKEN,,Токены Лиги нужны для участия в битвах Лиги.,League Tokens can be used to play battles in League.
TID_POPVOER_ENERGY,,Ваша текущая <c78b4cd>Энергия.</c> Используйте энергию для участия в битвах.,You have <number>/<maxnumber> <c78b4cd>Quest Energy.</c> Use Energy to play the levels.
TID_POPOVER_ENERGY_COUNTER_EMPTY,,У вас закончилась <c78b4cd>Энергия.</c>,You're out of <c78b4cd>Quest Energy.</c>
TID_POPOVER_ENERGY_COUNTER,,\nБольше через: <time>,\nMore in: <time>
TID_POPOVER_ENERGY_COUNTER_FULL,,Ваша <c78b4cd>Энергия</c> переполнена! Идите и поиграйте несколько уровней.,Your <c78b4cd>Quest Energy</c> is maxed out! Go play some levels.
TID_POPOVER_ENERGY_SCROLL_COUNT,,"Сейчас у вас <number>/<maxnumber> <c78b4cd>Квестовых Токенов.</c> Квестовые Токены используются вместо Энергии, когда ее нету.",You have <number>/<maxnumber> <c78b4cd>Quest Tokens.</c> Quest Tokens can be used to play levels when out of Energy.
TID_POPOVER_ENERGY_SCROLL_COUNT_SINGULAR,,"Сейчас у вас <number>/<maxnumber> <c78b4cd>Квестовых Токенов.</c> Квестовые Токены используются вместо Энергии, когда ее нету.",You have <number>/<maxnumber> <c78b4cd>Quest Token.</c> Quest Tokens can be used to play levels when out of Energy.
TID_POPOVER_STARS,,"Общее количество <ccd9b6f>Звездных Сундуков</c>, полученных за все время.",Total amount of <ccd9b6f>Star Chests</c> you've gained so far.
TID_POPOVER_CHALLENGE,,"Вы получаете 1 бесплатную попытку каждый день Лиги.\n\nВы можете использовать <ce48810>Токены Лиги</c> для игры, если у вас закончились попытки.",You get one free attack per League Day.\n\nYou have <number>/<maxnumber> <ce48810>League Tokens</c>. Use a Token to play if you're out of attacks. Get more tokens from Season End Chests.
TID_RANDOM_LOOT,,Получено из защ. сооруж.,Looted from defenses
TID_WIN_CHEST_1,,Деревянный Звездный Сундук,Wooden Star Chest
TID_WIN_CHEST_2,,Серебряный Звездный Сундук,Silver Star Chest
TID_WIN_CHEST_3,,Золотой Звездный Сундук,Golden Star Chest
TID_WIN_CHEST_4,,Деревянный Звездный Сундук (Уровень 2),Wooden Star Chest (Level 2)
TID_WIN_CHEST_5,,Серебряный Звездный Сундук (Уровень 2),Silver Star Chest (Level 2)
TID_WIN_CHEST_6,,Золотой Звездный Сундук (Уровень 2),Golden Star Chest (Level 2)
TID_WIN_CHEST_7,,Деревянный Звездный Сундук (Уровень 3),Wooden Star Chest (Level 3)
TID_WIN_CHEST_8,,Серебряный Звездный Сундук (Уровень 3),Silver Star Chest (Level 3)
TID_WIN_CHEST_9,,Золотой Звездный Сундук (Уровень 3),Golden Star Chest (Level 3)
TID_WIN_CHEST_10,,Деревянный Звездный Сундук (Уровень 4),Wooden Star Chest (Level 4)
TID_WIN_CHEST_11,,Серебряный Звездный Сундук (Уровень 4),Silver Star Chest (Level 4)
TID_WIN_CHEST_12,,Золотой Звездный Сундук (Уровень 4),Golden Star Chest (Level 4)
TID_WIN_CHEST_13,,Деревянный Звездный Сундук (Уровень 5),Wooden Star Chest (Level 5)
TID_WIN_CHEST_14,,Серебряный Звездный Сундук (Уровень 5),Silver Star Chest (Level 5)
TID_WIN_CHEST_15,,Золотой Звездный Сундук (Уровень 5),Golden Star Chest (Level 5)
TID_WIN_CHEST_CAP,,Деревянный Звездный Сундук,Wooden Star Chest
TID_WIN_CHEST_START_1,,Деревянный Звездный Сундук,Wooden Star Chest
TID_WIN_CHEST_START_2,,Деревянный Звездный Сундук,Wooden Star Chest
TID_WIN_CHALLENGE_CHEST_1,,Сундук Лиги,League Chest
TID_WIN_CHEST_N,,Сундук с сокровищами,Island Tresure Chest
TID_CHALLENGE_CHEST_1,(!),League Chest Bronze XVI,League Chest Bronze XVI
TID_CHALLENGE_CHEST_2,,League Chest Bronze XV,League Chest Bronze XV
TID_CHALLENGE_CHEST_3,,League Chest Bronze XIV,League Chest Bronze XIV
TID_CHALLENGE_CHEST_4,,League Chest Bronze XIII,League Chest Bronze XIII
TID_CHALLENGE_CHEST_5,,League Chest Bronze XII,League Chest Bronze XII
TID_CHALLENGE_CHEST_6,,League Chest Bronze XI,League Chest Bronze XI
TID_CHALLENGE_CHEST_7,,League Chest Bronze X,League Chest Bronze X
TID_CHALLENGE_CHEST_8,,League Chest Bronze IX,League Chest Bronze IX
TID_CHALLENGE_CHEST_9,,League Chest Bronze VIII,League Chest Bronze VIII
TID_QUEST_CHEST_1,,Награда за Пазл,Quest Reward
TID_BUTTON_SEARCH,,Поиск,Search
TID_CLAN_NAME,,Название клана:,Clan name
TID_CLAN_DESCRIPTION,,Описание клана:,Clan description
TID_BUILDING_CANNON,,Пушка,Cannon
TID_BUILDING_GOLD_STORAGE,,Хранилище Золота,Gold Storage
TID_BUILDING_WALL,,Стена,Wall
TID_BUILDING_XBOW,,Арбалет,X-Bow
TID_BUILDING_WIZARD_TOWER,,Башня Колдуна,Wizard Tower
TID_BUILDING_ARCHER_TOWER,,Башня Лучниц,Archer Tower
TID_BUILDING_MORTAR,,Мортира,Mortar
TID_BUILDING_WAGON,,Вагон Золота,Gold Wagon
TID_BUILDING_BARREL,,Бочка,Barrel
TID_BUILDING_TESLA,,Тесла,Tesla
TID_BUILDING_INFERNO_TOWER,,Адская Башня,Inferno Tower
TID_BUILDING_DRAFT_TACTICS,,Хранилище Книг,Tactic Storage
TID_BUILDING_DRAFT_TROOPS,,Казарма,Barracks
TID_BUILDING_DRAFT_SPELLS,,Хранилище Заклинаний,Spell Storage
TID_BUILDING_GOBLIN_HUT,,Хижина Гоблинов,Goblin Hut
TID_BUILDING_AIR_DEFENSE,,Воздушная Оборона,Air Defense
TID_BUILDING_TOMBSTONE,,П,Tombstone
TID_CARD_FIRE_SPIRIT,,Огненные Духи,Fire Spirits
TID_CARD_LAVA_PUPPY,,Лавовые Щенки,Lava Puppy
TID_TUTORIAL_NEXT_BATTLE_1,,There seem to be more of these Islands…,There seem to be more of these Islands…
TID_TUTORIAL_NEXT_BATTLE_2,,I wonder what treasures they hold…,I wonder what treasures they hold…
TID_TUTORIAL_NEXT_BATTLE_3,,"We´ll see, but first we must find our friends.","We´ll see, but first we must find our friends."
TID_TUTORIAL_NEXT_BATTLE_4,,Let´s explore the first one. Tap the Island.,Let´s explore the first one. Tap the Island.
TID_TUTORIAL_NEXT_BATTLE_5,,Tap the level.,Tap the level.
TID_TUTORIAL_NEXT_BATTLE_6,,Tap the Attack button!,Tap the Attack button!
TID_TUTORIAL_INTRO_1,,"Ugh, my robe's all wet. I hate water… And swimming.","Ugh, my robe's all wet. I hate water… And swimming."
TID_TUTORIAL_INTRO_2,,Care to try with armor?\nI hope this doesn´t leave a stain...,Care to try with armor?\nI hope this doesn´t leave a stain...
TID_TUTORIAL_INTRO_3,,And how can Barbarian run underwater?!,And how can Barbarian run underwater?!
TID_TUTORIAL_INTRO_4,,"Guys, how about we focus on those Cannons?","Guys, how about we focus on those Cannons?"
TID_TUTORIAL_TAP_BARBARIAN_1,,WAAAGH!,WAAAGH!
TID_TUTORIAL_TAP_BARBARIAN_2,,Looks like he´s ready to go!\nTap Barbarian to attack!,Looks like he´s ready to go!\nTap Barbarian to attack!
TID_TUTORIAL_TAP_ARCHER_1,,Nice!\nHe damaged the Cannon.,Nice!\nHe damaged the Cannon.
TID_TUTORIAL_TAP_ARCHER_2,,Let me show what our group can do.,Let me show what our group can do.
TID_TUTORIAL_TAP_ARCHER_3,,Tap us for a combo attack!,Tap us for a combo attack!
TID_TUTORIAL_TAP_WIZARD_1,,"The bigger the group, bigger the combo bonus.","The bigger the group, bigger the combo bonus."
TID_TUTORIAL_TAP_WIZARD_2,,Let us show you a magic trick…,Let us show you a magic trick…
TID_TUTORIAL_TAP_WIZARD_3,,Tap us to to make the Cannons disappear… with fire!,Tap us to to make the Cannons disappear… with fire!
TID_TUTORIAL_ENEMY_ATTACKS_1,,Watch out! Those Cannons look like they´re about to fire!,Watch out! Those Cannons look like they´re about to fire!
TID_TUTORIAL_ENEMY_ATTACKS_2,,Numbers next to enemies count down to their next attack.,Numbers next to enemies count down to their next attack.
TID_TUTORIAL_ENEMY_ATTACKS_3,,These Cannons will shoot at us after our turn!,These Cannons will shoot at us after our turn!
